XaddedTimes	 Elements(M)	 CPUtoGPU(ms)	 Kernel(ms)	 GPUtoCPU(ms)
1		 .		 70.918404	 6.286336	 77.788162	
2		 .		 70.851357	 6.287872	 77.802849	
4		 .		 70.896736	 6.284288	 77.725853	
8		 .		 70.772675	 6.287360	 78.104576	
16		 .		 70.947937	 6.295424	 77.849922	
32		 .		 70.899841	 7.154880	 77.791679	
64		 .		 70.891167	 10.823776	 77.996223	
128		 .		 70.771713	 18.859009	 77.834305	
256		 .		 70.908958	 34.781185	 77.946014	
